,Song_Name,Artist,Length,Bpm,Key,Loudness,Popularity,Energy,Speechiness,Danceability,Positiveness,Liveness,Instrumentalness,Release_Date,Country_Code
13479,,,00:00,0,,0db,0%,0%,0%,0%,0%,0%,0%,1st January 1970,N/A
13480,sex money feelings die - slowed version,Lykke Li,02:48,111,F Minor,-6.59db,76%,44%,6%,80%,44%,8%,0%,18th October 2019,USRC11902770
13481,Surga (Mixed),"Ferry Corsten, Gouryella",01:25,135,G Major,-10.16db,19%,92%,4%,42%,48%,25%,92%,13th December 2019,NLF711912929
13482,witchblades,"Lil Peep, Lil Tracy",02:30,144,G# Major,-7.21db,76%,54%,7%,64%,57%,27%,0%,15th November 2019,USQX91903113
13483,One Million Seconds (Mixed),"Darren Porter, RAM, Natalie Gioia",00:55,138,G Major,-8.16db,16%,96%,9%,47%,38%,55%,1%,13th December 2019,NLF711912949
13484,Relax,Drax Project,02:57,120,A# Major,-8.05db,30%,55%,7%,92%,54%,9%,0%,27th September 2019,QMCE31902443
13485,Anjunafamily (Mixed),Above & Beyond,00:44,130,F Minor,-9.54db,19%,94%,15%,53%,71%,36%,99%,13th December 2019,NLF711912917
13486,Hot Girl Summer,"Megan Thee Stallion, Ty Dolla $ign, Nicki Minaj",03:19,99,C Major,-4.57db,73%,81%,16%,87%,57%,21%,0%,9th August 2019,QMCE31902405
13487,Something Real (Mixed),"Armin van Buuren, AVIAN GRAYS, Jordan Shaw",01:14,128,C# Major,-8.61db,19%,64%,7%,48%,43%,34%,0%,13th December 2019,NLF711912922
13488,Cyber Sex,Doja Cat,02:45,131,G# Major,-5.72db,74%,66%,9%,92%,82%,8%,0%,7th November 2019,USRC11902809
13489,Great Spirit (Mixed),"Armin van Buuren, Vini Vici, Hilight Tribe",00:41,128,C# Major,-7.22db,19%,94%,22%,51%,71%,87%,0%,13th December 2019,NLF711912913
13490,Under The Sun,"Dreamville, J. Cole, Lute, DaBaby",03:22,0,,0db,75%,0%,0%,0%,0%,0%,0%,5th July 2019,USUM71912963
13491,Voices (Mixed),"GXD, Elle Vee",00:44,130,A# Minor,-7.45db,19%,95%,4%,48%,69%,37%,84%,13th December 2019,NLF711912919
13492,Please Me,"Cardi B, Bruno Mars",03:20,134,C# Major,-6.71db,75%,57%,8%,75%,65%,8%,0%,15th February 2019,USAT21811659
13493,Cosmic Order (Mixed),Avao,00:58,132,G Minor,-9.1db,19%,79%,4%,62%,35%,13%,97%,13th December 2019,NLF711912933
13494,Vossi Bop,Stormzy,03:16,188,G# Major,-6.06db,69%,65%,34%,68%,43%,13%,0%,26th April 2019,GBAHS1900571
13495,Triquetra (Mixed),Mark Sherry,01:42,138,E Major,-7.59db,14%,96%,9%,46%,18%,10%,94%,13th December 2019,NLF711912982
13496,Jerry Sprunger,"Tory Lanez, T-Pain",03:53,100,C Minor,-5.33db,69%,75%,23%,76%,45%,9%,0%,15th November 2019,USUM71922072
13497,Blink (Mixed),"Simon Patterson, Lucy Pullin",02:01,138,G# Major,-8.02db,15%,92%,3%,50%,63%,19%,83%,13th December 2019,NLF711912979
13498,Alright,L.A.B.,03:06,120,G Major,-6.82db,44%,52%,5%,88%,84%,40%,1%,6th December 2019,NZLP01900492
13499,Whispers Of Time (Mixed),"XiJaro & Pitch, LightControl",00:37,140,F# Major,-9.56db,15%,96%,7%,33%,69%,34%,90%,13th December 2019,NLF711912965
13500,Almost (Sweet Music),Hozier,03:37,90,G Major,-5.6db,71%,69%,11%,52%,71%,20%,0%,1st March 2019,USSM11806793
13501,Man vs. Machine (Mixed),Fisherman,00:43,132,B Minor,-9.3db,18%,98%,4%,40%,43%,23%,95%,13th December 2019,NLF711912931
13502,Despacito - Remix,"Luis Fonsi, Daddy Yankee, Justin Bieber",03:50,178,D Major,-4.35db,73%,80%,18%,65%,86%,7%,0%,1st February 2019,USUM71703825
13503,Cosmos (Mixed),"Armin van Buuren, Rising Star, Alexandra Badoi",01:41,132,B Minor,-10.25db,19%,94%,4%,47%,88%,20%,37%,13th December 2019,NLF711912930
13504,Into the Unknown,"Idina Menzel, AURORA",03:14,145,A# Minor,-8.53db,76%,41%,4%,32%,27%,14%,0%,15th November 2019,USWD11994667
13505,Wild Wild Son (Mixed) - Richard Durand Remix,"Armin van Buuren, Sam Martin, Richard Durand",01:51,138,C Minor,-7.83db,16%,94%,5%,45%,67%,14%,3%,13th December 2019,NLF711912972
13506,Moral of the Story,Ashe,03:21,120,A# Major,-8.62db,78%,41%,4%,57%,27%,10%,0%,14th February 2019,USQE91500820
13507,The Theme (Mixed) - Binary Finary Remix,"Jurgen Vries, Binary Finary",01:09,138,G Major,-9.8db,15%,83%,33%,43%,12%,17%,93%,13th December 2019,NLF711912975
13508,Never Really Over,Katy Perry,03:43,100,G# Major,-4.79db,77%,88%,6%,77%,39%,32%,0%,31st May 2019,USUM71901873
13509,Avalon (Mixed),Marco V,00:45,138,B Minor,-10.44db,15%,97%,5%,57%,92%,6%,92%,13th December 2019,NLF711912980
13510,Juicy,"Doja Cat, Tyga",03:23,170,C Major,-2.61db,74%,65%,7%,79%,48%,7%,0%,7th November 2019,USRC11901510
13511,Keep Prepared for the Battle [B.O.T.Y. 30th],Funky Boogie Brothers,02:59,120,D Major,-5.59db,15%,80%,6%,83%,34%,27%,52%,25th October 2019,DEGD31900924
13512,Make You Mine,PUBLIC,03:52,103,A Major,-4.45db,79%,80%,3%,61%,64%,15%,0%,9th August 2019,TCACE1578479
13513,Change - Live 2019,The Dark Tenor,03:52,130,D Major,-2.37db,10%,73%,5%,42%,22%,63%,0%,11th October 2019,DEPU31904843
13514,Baby Sleep Rain,littleONES,01:20,87,C# Minor,-26.03db,57%,77%,6%,17%,1%,42%,97%,27th November 2019,TCAEN1990938
13515,Sick Statistic,Year of the Knife,03:30,158,E Major,-2.79db,15%,100%,25%,24%,11%,29%,0%,12th July 2019,USSTT1900065
13516,SOS,"Avicii, Aloe Blacc",02:37,100,F Minor,-6.18db,76%,65%,7%,80%,38%,12%,0%,6th June 2019,SE5R71900201
13517,Propaganda - 2019 Dub,"Dub Conductor, Dark Angel",03:33,138,F# Minor,-8.57db,3%,76%,11%,68%,7%,10%,88%,7th June 2019,PLE351900016
13518,I Found You,Andy Grammer,02:31,138,C# Major,-6.58db,72%,70%,4%,73%,41%,18%,0%,26th July 2019,QMRSZ1900901
13519,Over The Hump - Live 2019,The Kelly Family,04:21,154,A Major,-6.99db,18%,88%,6%,50%,52%,90%,0%,3rd April 2020,DEUM72000139
13520,Mariposa,Peach Tree Rascals,03:30,112,A Major,-5.88db,78%,53%,3%,68%,42%,36%,0%,28th August 2019,QZFZ21934119
13521,Written in the Scars - Live 2019,The Dark Tenor,03:58,154,D Minor,-3.3db,10%,75%,4%,47%,31%,60%,0%,11th October 2019,DEPU31904848
13522,Give,Stan Walker,03:17,90,E Major,-4.29db,47%,64%,5%,67%,49%,10%,0%,28th June 2019,NZSG01900026
13523,Song I Sing,"Armin van Buuren, HALIENE",04:22,130,C Major,-4.73db,10%,69%,7%,63%,7%,51%,0%,13th December 2019,NLF711909590
13524,Do Anything,Lion Rezz,02:57,140,A Major,-4.46db,47%,72%,6%,83%,97%,29%,0%,30th August 2019,NZAM01902412
13525,Show Me Love,"Above & Beyond, Armin van Buuren",03:31,128,E Minor,-5.2db,19%,88%,4%,46%,45%,16%,51%,13th December 2019,NLF711901531
13526,I Met Sarah in the Bathroom,awfultune,02:01,90,C Major,-10.86db,77%,41%,16%,66%,23%,16%,0%,31st July 2019,SE6HN1926755
13527,Stickup (Mixed),Armin van Buuren,01:09,138,A Minor,-6.95db,14%,99%,5%,48%,96%,7%,95%,13th December 2019,NLF711912983
13528,Taste,"Tyga, Offset",03:49,98,C Major,-6.39db,74%,61%,15%,87%,36%,10%,0%,7th June 2019,USUYG1198481
13529,It's All About The Melody (Mixed),Aly & Fila,01:49,140,F Minor,-8.03db,16%,100%,8%,42%,46%,32%,65%,13th December 2019,NLF711912973
13530,Renaissance (Edit),Culture Shock,03:29,174,C# Major,-1.65db,55%,98%,5%,46%,14%,17%,4%,7th June 2019,GB5KW1901293
13531,The Joker (Mixed) - Maarten de Jong Remix,"Corti Organ, Maarten de Jong",01:09,138,G Major,-11.88db,15%,94%,6%,38%,60%,49%,85%,13th December 2019,NLF711912977
13532,Ladbroke Grove,AJ Tracey,03:10,134,B Minor,-9.45db,71%,84%,21%,90%,73%,10%,0%,8th February 2019,UKQNW1800013
13533,Cool In My Disaster (Mixed),"Arctic Moon, Shuba",01:51,138,G Major,-8.03db,15%,98%,9%,51%,21%,25%,2%,13th December 2019,NLF711912974
13534,No Roots,Alice Merton,03:55,116,E Minor,-6.58db,54%,67%,10%,86%,82%,7%,0%,18th January 2019,DEVQ71600001
13535,ResuRection - Maurice West Remix,"Planet Perfecto Knights, Maurice West",03:24,130,E Minor,-4.98db,18%,71%,6%,74%,17%,6%,38%,13th December 2019,NLF711901595
13536,Runnin' Down A Dream,Tom Petty,04:21,170,A Major,-6.37db,71%,96%,4%,47%,72%,62%,62%,1st March 2019,USMC18925680
13537,We Come In Peace (Mixed),"Purple Haze, KhoMha",00:43,132,C# Major,-8.53db,18%,74%,3%,48%,63%,38%,93%,13th December 2019,NLF711912924
13538,These Days,"Rudimental, Jess Glynne, Macklemore, Dan Caplen",03:31,92,C Major,-4.08db,58%,80%,5%,65%,57%,15%,0%,25th January 2019,GBAHS1701239
13539,A Dance Without the Music - Live 2019,The Dark Tenor,04:34,107,G Major,-2.77db,10%,84%,5%,48%,30%,98%,0%,11th October 2019,DEPU31904844
13540,Be Honest,"Jorja Smith, Burna Boy",03:27,98,E Minor,-6.73db,72%,74%,11%,76%,64%,11%,0%,16th August 2019,QM6P41954566
13541,I Miss You (German Version) - Live 2019,The Dark Tenor,04:05,140,F Minor,-4.78db,11%,72%,4%,51%,28%,81%,0%,11th October 2019,DEPU31904849
13542,All Around The World (La La La),"R3HAB, A Touch Of Class",02:27,125,A Minor,-5.03db,65%,86%,3%,73%,52%,11%,6%,5th April 2019,NLW4L1900121
13543,MELTING,"Kanto, AB6IX, Kang Min Hee, YODAYOUNG, BDC",03:11,120,B Minor,-3.13db,24%,93%,7%,74%,73%,37%,0%,13th December 2019,HKI491900335
13544,Peach,Kevin Abstract,02:56,132,G Major,-5.85db,72%,68%,8%,65%,42%,11%,0%,25th April 2019,USRC11901127
13545,I'm Gonna Feel Them - Original Mix,Rayan Myers,06:10,128,E Minor,-6.86db,11%,87%,3%,58%,26%,7%,76%,31st December 2018,UKACT1864824
13546,July,"Noah Cyrus, Leon Bridges",02:32,73,A Minor,-9.6db,73%,21%,4%,71%,36%,13%,0%,8th November 2019,USQX91903078
13547,Ten Years - 2019 Version,Ulrich Schnauss,06:08,146,D Minor,-10.85db,8%,62%,3%,36%,7%,15%,18%,3rd April 2020,GBKP41900044
13548,Own It,"Burna Boy, Stormzy, Ed Sheeran",03:36,104,G Minor,-4.18db,74%,78%,11%,82%,36%,12%,0%,13th December 2019,GBAHS1901369
13549,"Groovin' - Live at Cornbury Festival, 2019",Paul Carrack,04:08,100,C Major,-7.6db,13%,61%,3%,75%,77%,68%,0%,13th March 2020,GBDMA2020065
13550,Lost Without You,Freya Ridings,03:45,67,F# Major,-9.27db,71%,14%,5%,39%,10%,7%,0%,19th July 2019,UK8E21701401
13551,Requiem for a Dream,Space Motion,07:12,122,G Major,-8.92db,20%,80%,4%,71%,3%,12%,85%,20th December 2019,US83Z1934169
13552,Better Together,Luke Combs,03:39,138,C Major,-11.5db,77%,23%,5%,55%,67%,11%,0%,8th November 2019,US6XF1800183
13553,Ruba,Cherry (UA),06:29,122,F# Minor,-10.21db,14%,87%,6%,81%,16%,7%,90%,20th December 2019,US83Z1934185
13554,Devotion,"Dimension, Cameron Hayes",03:10,174,F Minor,-0.76db,53%,99%,9%,46%,31%,5%,3%,3rd May 2019,UKFTL1600132
13555,2019 the Year Phunk Broke,Satanic Togas,01:08,106,A Major,-3.92db,9%,93%,6%,34%,53%,32%,60%,4th September 2020,QZK6J2048505
13556,Enemies,"Post Malone, DaBaby",03:16,76,F# Major,-4.17db,77%,67%,21%,54%,67%,10%,0%,6th September 2019,USUM71915725
13557,Before We Drown,"boerd, Stella Explorer",03:50,85,E Minor,-9.1db,6%,57%,3%,64%,30%,18%,0%,18th December 2019,GBEWA1904181
13558,Ransom - Remix,"Lil Tecca, Juice WRLD",02:51,180,D Minor,-6.42db,75%,67%,29%,68%,45%,8%,0%,30th August 2019,USUG11903068
13559,Hologram (Mixed),"Allen Watts, Steve Dekay",00:54,140,G Major,-11.66db,15%,97%,37%,42%,22%,35%,94%,13th December 2019,NLF711912976
13560,Calm Rain pt. 1,Outside HD Samples,02:31,84,C# Major,-25.99db,57%,19%,6%,14%,3%,18%,99%,30th September 2019,SE5IB1901168
13561,See The End,"Above & Beyond, Seven Lions, Opposite the Other",03:05,128,G Major,-6.72db,17%,66%,4%,50%,9%,6%,0%,13th December 2019,GBEWA1902300
13562,One Spliff,Gray,04:27,176,C# Major,-2.03db,58%,89%,11%,64%,45%,52%,26%,13th December 2019,GB8KE1955986
13563,1997,"Ferry Corsten, BT",04:13,130,G Minor,-3.84db,19%,96%,4%,54%,12%,29%,47%,13th December 2019,NLQ881900012
13564,Post Malone,"Sam Feldt, RANI",02:54,107,G Major,-3.87db,75%,64%,12%,59%,65%,11%,0%,24th May 2019,NLZ541900734
13565,Straight Pride,Hard Men Working Hard,04:26,101,A Minor,-8.07db,9%,78%,16%,81%,77%,34%,0%,29th February 2020,QZFYZ1981075
13566,Heat,"Chris Brown, Gunna",03:52,82,C Major,-5.83db,68%,61%,8%,62%,48%,12%,0%,28th June 2019,USRC11901581
13567,Take All Of Me,"Andrew Rayel, HALIENE",03:40,132,F# Major,-2.38db,17%,83%,7%,41%,4%,25%,0%,13th December 2019,NLF711906258
13568,TOES,"DaBaby, Lil Baby, Moneybagg Yo",02:16,160,G# Major,-4.14db,75%,58%,34%,82%,54%,9%,0%,27th September 2019,USUM71919280
13569,Tema Two,DJ Fleg,02:07,116,D# Minor,-4.83db,34%,92%,5%,79%,92%,8%,91%,25th October 2019,DEGD31900927
13570,Ka Mānu,"Bella Kalolo, Maisey Rika, Majic, Ria Hall, Rob Ruha, Seth Haapu, Troy Kingi, The Witch Dr.",04:50,138,G Major,-6.75db,43%,66%,6%,77%,87%,20%,0%,16th August 2019,NZAM01902319
13571,Enter the Combat,DJ Pablo,03:13,128,A Minor,-6.62db,17%,91%,5%,75%,50%,13%,63%,25th October 2019,DEGD31900931
13572,Forever,ilyTOMMY,01:48,107,F Minor,-14.91db,76%,34%,14%,61%,29%,17%,0%,8th March 2019,TCAED1923154
13573,In and out of Love,"Armin van Buuren, Sharon Den Adel",03:29,126,E Minor,-8.03db,1%,71%,3%,50%,36%,63%,0%,19th July 2019,BEK011489819
13574,Cruel Summer,Taylor Swift,02:58,170,A Major,-5.71db,77%,70%,16%,55%,56%,11%,0%,23rd August 2019,USUG11901472
13575,It's the Most Wonderful Time of the Year,Christmas 2019,02:29,102,G Major,-4.91db,5%,50%,3%,48%,67%,15%,0%,13th September 2019,AUXN21933689
13576,my strange addiction,Billie Eilish,02:59,100,G# Minor,-10.95db,76%,31%,35%,94%,56%,11%,0%,29th March 2019,USUM71900769
13577,Save You,"Richard Durand, Christina Novelli",03:17,138,G# Major,-7db,21%,88%,6%,52%,53%,16%,1%,13th December 2019,NLE711900550
13578,Love You For A Long Time,Maggie Rogers,03:43,113,A Major,-6.14db,72%,67%,3%,71%,82%,11%,0%,21st November 2019,USUG11903787
13579,Waiting For - 2019 Remix,"Crazibiza, eSQUIRE, Kings",06:30,121,F Major,-5.15db,1%,75%,3%,78%,14%,6%,47%,20th December 2019,HUA480900879
13580,Truth Hurts,Lizzo,02:53,158,E Minor,-3.05db,78%,62%,11%,72%,41%,12%,0%,19th April 2019,USAT21703896
13581,Wish Outdoor 2019 Worldwide Anthem,Frequencerz,04:04,150,A# Minor,-3.22db,21%,91%,9%,46%,16%,17%,6%,4th June 2021,NLH3Q1900338
13582,Vossi Bop,Stormzy,03:16,188,G# Major,-6.06db,68%,65%,34%,68%,43%,13%,0%,13th December 2019,GBAHS1900571
13583,Everybody's Talkin' - 2019 Stereo Remix,Matt Monro,03:03,122,F Major,-11.95db,11%,56%,4%,53%,75%,33%,0%,13th March 2020,USUM71916734
13584,Could've Been,"H.E.R., Bryson Tiller",04:12,103,C# Minor,-11.73db,73%,35%,27%,45%,41%,25%,0%,30th August 2019,USRC11802598
13585,I Can't Help Myself - Live 2019,The Kelly Family,02:47,97,D Major,-8.07db,18%,41%,3%,50%,49%,94%,0%,3rd April 2020,DEUM72000154
13586,"Leave Em Alone (Layton Greene, Lil Baby City Girls, PnB Rock)","Quality Control, Layton Greene, Lil Baby, City Girls, PnB Rock",02:51,102,F# Minor,-4.74db,71%,76%,19%,76%,52%,9%,0%,16th August 2019,USUG11900730
13587,I'll Never Fall In Love Again,Caballero Reynaldo,02:24,140,C Major,-13.19db,8%,31%,4%,67%,26%,11%,0%,20th July 2020,SEYOK1765806
13588,Strip That Down,"Liam Payne, Quavo",03:22,106,F# Major,-5.45db,73%,50%,5%,87%,55%,8%,0%,6th December 2019,GBUM71701628
13589,LOOK GOOD,"BUMKEY, Yang Da Il, Kebee, Kanto, KittiB, Vincent Blue, Yenjamin, GREE",03:39,93,D Major,-4.25db,16%,83%,13%,71%,84%,19%,0%,13th December 2019,HKI491900336
13590,Walk Me Home,P!nk,02:57,88,C# Major,-6.12db,70%,45%,4%,65%,43%,18%,0%,20th February 2019,USRC11900110
13591,Fell In Love With An Alien - Live 2019,The Kelly Family,05:03,95,A# Minor,-6.88db,26%,82%,5%,45%,44%,97%,0%,3rd April 2020,DEUM72000155
13592,The Come Up,Lisi,02:51,140,A Minor,-17.45db,50%,46%,11%,87%,91%,13%,0%,25th November 2019,QZHNC1927324
13593,I Hurt on the Other Side (2019 Remaster),Sidney Barnes,02:56,137,G Major,-10.97db,5%,57%,3%,49%,62%,17%,0%,29th June 2018,GBAWA0318361
13594,xanny,Billie Eilish,04:03,112,A Major,-17.83db,76%,13%,24%,52%,5%,27%,0%,29th March 2019,USUM71900765
13595,Pretty Polly,Matt Monro,02:34,74,C Major,-11.98db,3%,31%,4%,15%,21%,14%,0%,13th March 2020,USUM71916724
13596,Formula,Labrinth,01:31,145,B Major,-6.07db,77%,66%,4%,57%,23%,15%,6%,4th October 2019,USQX91902497
13597,Light Years,Cosmic Gate,04:11,128,E Minor,-7.88db,8%,90%,6%,56%,19%,13%,92%,12th September 2019,NLE711900401
13598,She,Harry Styles,06:02,140,C Major,-5.94db,77%,52%,3%,54%,46%,19%,37%,13th December 2019,USSM11912592
13599,"The Four Seasons, Concerto No. 2 in G Minor - Live 2019",The Dark Tenor,00:49,163,B Major,-3.14db,9%,95%,10%,15%,38%,91%,98%,11th October 2019,DEPU31904846
13600,We Don't Dance,"M24, Stickz",03:07,140,C# Major,-7.42db,69%,49%,37%,92%,39%,18%,0%,8th July 2019,TCAEH1987959
13601,"Make Your Mind Up - Live at Cork Opera House, 2019",Paul Carrack,06:49,104,B Minor,-7.1db,10%,66%,3%,68%,63%,96%,0%,13th March 2020,GBDMA2020064
13602,Free Spirit,Khalid,03:02,140,D Minor,-9.48db,73%,45%,3%,63%,11%,11%,0%,5th April 2019,USRC11900440
13603,There's Only You - Above & Beyond Club Mix,"Above & Beyond, Zoë Johnston",04:07,128,F Minor,-6.29db,17%,87%,4%,58%,5%,8%,19%,13th December 2019,GBEWA1900750
13604,"GONE, GONE / THANK YOU","Tyler, The Creator",06:15,79,A# Minor,-8.44db,76%,49%,19%,52%,47%,15%,0%,17th May 2019,USQX91901118
13605,The Connection,FUTURECODE,03:06,130,D# Minor,-4.1db,7%,94%,13%,47%,22%,66%,3%,13th December 2019,NLF711903420
13606,feel something,Bea Miller,03:00,136,C Major,-8.91db,77%,42%,7%,74%,16%,32%,0%,21st June 2019,USHR11939250
13607,Come With Me,Cosmic Gate,03:53,128,D Minor,-5.33db,14%,87%,6%,53%,13%,45%,0%,13th December 2019,NLE711900308
13608,Phases,PRETTYMUCH,03:35,106,B Minor,-6.72db,72%,64%,13%,77%,49%,7%,0%,26th April 2019,GBHMU1900019
13609,Murky Time,015B,04:02,90,C Major,-6.27db,10%,67%,9%,66%,52%,42%,0%,27th February 2020,KRMIM1923287
13610,Let Go,Aaron May,02:56,110,A Minor,-8.34db,70%,50%,6%,87%,69%,15%,0%,28th February 2019,USUYG1237110
13611,Losing Game 더 좋아한 내가 진 거야 - Remastered,015B,03:05,160,G# Major,-5.8db,14%,47%,4%,61%,50%,19%,0%,27th February 2020,KRMIM2004165
13612,Candy,"Machine Gun Kelly, Trippie Redd",02:36,98,F Minor,-4.86db,76%,64%,5%,74%,48%,18%,0%,5th July 2019,USUM71909846
13613,Camellia Flower 동백꽃 - Remastered,015B,03:31,120,A Minor,-4.18db,19%,81%,5%,50%,27%,8%,1%,27th February 2020,KRMIM2004163
13614,Me and My Brother,5ive,03:32,130,C Minor,-7.61db,68%,54%,7%,77%,39%,10%,0%,12th July 2019,USQX91901641
13615,Twenty Two 스물둘,015B,03:32,76,E Major,-5.65db,11%,51%,5%,60%,16%,15%,0%,27th February 2020,KRMIM2000334
13616,VALENTINO,24kGoldn,02:59,151,A Minor,-4.84db,76%,72%,18%,75%,52%,13%,0%,22nd November 2019,USQX91803621
13617,Arcade,"Dimitri Vegas & Like Mike, Like Mike, W&W",02:20,130,E Major,-9.59db,1%,87%,6%,51%,27%,16%,85%,19th July 2019,BEK011489836
13618,Forever,Lewis Capaldi,03:30,85,C# Major,-7.12db,74%,36%,3%,65%,36%,12%,0%,17th May 2019,DEUM71900682
13619,Children of the Wild,"Steve Angello, Mako",02:09,126,A Major,-7.38db,0%,86%,7%,46%,27%,92%,0%,19th July 2019,BEK011489833
13620,Good as Hell,Lizzo,02:39,96,C Minor,-3.18db,74%,92%,9%,68%,54%,44%,0%,17th April 2019,USAT21600354
13621,HAL,"Kölsch, Tiga",03:33,126,E Minor,-8.28db,0%,99%,5%,74%,13%,9%,82%,19th July 2019,BEK011489842
13622,Prefer,Drax Project,02:52,140,F# Major,-5.74db,32%,65%,13%,59%,83%,7%,0%,27th September 2019,QMCE31801830
13623,City Lights - Gorje Hewek & Izhevski Remix,"Blanche, Gorje Hewek, Izhevski",05:20,120,G# Major,-6.65db,8%,75%,4%,78%,58%,11%,49%,18th December 2019,GBEWA1904172
13624,Peer Pressure,"James Bay, Julia Michaels",02:56,136,C# Minor,-6.08db,71%,72%,3%,63%,42%,12%,0%,10th May 2019,USUM71901255
13625,It's the Most Wonderful Time of the Year (Trap Remix),Trap Remix Guys,01:31,100,A Major,-5.47db,3%,70%,4%,73%,13%,39%,41%,28th November 2019,AUXN21939817
13626,Cool & Calm,Sticky Fingers,03:17,84,E Minor,-6.42db,60%,78%,5%,57%,47%,27%,0%,8th February 2019,AUUR11800301
13627,King,Years & Years,03:35,120,B Minor,-4.15db,11%,86%,4%,56%,43%,38%,0%,9th August 2019,GBUM71406892
13628,Just Friends,"Hayden James, Boy Matthews",03:58,110,A Minor,-4.57db,58%,69%,5%,64%,36%,14%,0%,14th June 2019,AUFF01800030
13629,2019 Is A Black Cloud Year,HARMS,03:06,72,C Major,-8.01db,5%,50%,4%,46%,39%,18%,20%,1st March 2021,QZFZ52114463
13630,GOODMORNINGTOKYO!,TOKYO’S REVENGE,02:30,125,E Major,-7.78db,75%,54%,36%,91%,66%,25%,0%,18th October 2019,USLD91721611
13631,Surga,"Ferry Corsten, Gouryella",02:50,135,B Minor,-5.15db,17%,97%,4%,41%,47%,42%,96%,13th December 2019,NLQ881900047
13632,Who Do You Love,"The Chainsmokers, 5 Seconds of Summer",03:46,140,D# Major,-4.6db,75%,85%,5%,51%,48%,21%,0%,6th December 2019,USQX91803661
13633,La Résistance De L'Amour,"Armin van Buuren, Shapov",03:31,128,G Minor,-4.93db,11%,97%,4%,54%,10%,24%,76%,13th December 2019,NLF711903188
13634,The London,"Young Thug, J. Cole, Travis Scott",03:20,98,E Minor,-6.95db,73%,59%,15%,80%,18%,13%,0%,23rd May 2019,USAT21903320
13635,Magitek,Andrew Bayer,05:15,128,B Minor,-6.98db,13%,87%,7%,56%,5%,5%,25%,13th December 2019,GBEWA1901650
13636,Ayy Macarena,Tyga,02:11,96,D Major,-5.57db,75%,63%,23%,82%,71%,7%,0%,13th November 2019,USQX91903309
13637,The City Sleeps Tonight,Ben Gold,03:27,135,F# Minor,-3.95db,14%,100%,8%,43%,31%,37%,2%,13th December 2019,NLF711908536
13638,CYANIDE,Daniel Caesar,03:14,158,A# Major,-7.5db,70%,65%,37%,59%,49%,13%,0%,28th June 2019,QM6N21983282
13639,35 ปี คาราบาว - 2019 Remaster,Carabao,04:14,136,A Major,-5.31db,5%,84%,4%,72%,81%,29%,0%,29th March 2019,THW091900479
13640,Need Me,J.I the Prince of N.Y,02:31,95,A# Minor,-4.65db,73%,57%,14%,82%,73%,9%,0%,11th October 2019,QZHN31903261
13641,Full moon (S.B.N Live ver.),Bullet Train,03:36,138,F# Minor,-11.54db,6%,62%,4%,64%,41%,38%,0%,25th March 2020,JPR652000010
13642,Heading South,Zach Bryan,02:51,110,E Major,-14.11db,72%,25%,6%,68%,39%,11%,0%,30th September 2019,TCAEL1937212
13643,กำลังใจคาราบาว 30 ปี - 2019 Remaster,Carabao,04:36,124,B Minor,-5.18db,5%,69%,5%,77%,84%,11%,0%,29th March 2019,THW091900477
13644,Cherry,Harry Styles,04:19,96,G Major,-9.26db,74%,51%,3%,53%,41%,13%,0%,13th December 2019,USSM11912589
13645,I Hate You - Remastered,015B,03:32,95,A# Major,-7.03db,8%,32%,3%,67%,12%,10%,0%,27th February 2020,KRMIM2004169
13646,Walk Me Home,P!nk,02:57,88,C# Major,-6.12db,69%,45%,4%,65%,43%,18%,0%,25th April 2019,USRC11900110
13647,Nanana - Live 2019,The Kelly Family,05:33,149,A# Major,-6.9db,18%,67%,3%,32%,37%,50%,0%,3rd April 2020,DEUM72000142
13648,gone girl,"iann dior, Trippie Redd",02:16,95,B Major,-5.64db,74%,71%,3%,68%,36%,7%,0%,8th November 2019,QMEU31911872
13649,Teenage Crime,Adrian Lux,02:01,126,D Major,-6.89db,1%,77%,5%,58%,38%,28%,82%,19th July 2019,BEK011489821
13650,Boys Will Be Bugs,Cavetown,05:29,179,C# Major,-11.72db,75%,53%,5%,49%,45%,11%,0%,12th April 2019,USL4Q1849675
